ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"45.70.30.196","elite","AS267574","BR","Eltecweb Provedor De Internet Ltda","213","Eltecweb Provedor De Internet Ltda","5566","socks4","4814","1","2023-09-30T11:28:52.335Z","99","4097","4118"
"117.54.201.91","elite","AS9340","ID","PT IndoInternet","200","N/A","9340","socks5","5090","1","2023-09-30T11:28:52.336Z","78","3218","4134"
"195.62.53.253","elite","AS44812","RU","IP SERVER LLC","51","IP SERVER LLC","35360","socks4","5003","1","2023-09-30T11:28:52.247Z","98","4048","4141"
"202.165.47.49","elite","AS17538","ID","Circlecom","183","N/A","5678","socks4","4996","87","2023-09-30T11:28:52.243Z","99","4045","4069"
"78.137.58.119","elite","AS25133","UA","broadband","45","N/A","5678","socks4","100","1","2023-09-30T11:28:46.745Z","74","2988","4065"
"138.201.140.90","elite","AS24940","DE","Hetzner Online GmbH","22","Hetzner","15976","socks4","4900","1","2023-09-30T11:28:46.739Z","100","4164","4164"
"95.179.193.202","elite","AS20473","GB","The Constant Company, LLC","9","Vultr Holdings LLC London","6689","socks4","5094","1","2023-09-30T11:28:46.936Z","63","2523","4006"
"200.199.195.138","elite","AS8167","BR","V tal","278","Brasil Telecom Comunicacao Multimidia S.A","4145","socks4","3092","1","2023-09-30T11:28:41.443Z","26","1058","4098"
"51.178.25.246","elite","AS16276","FR","OVH SAS","6","OVH","30755","socks5","5009","82","2023-09-30T11:28:41.535Z","95","3882","4065"
"115.159.56.148","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","203","Tencent cloud computing (Beijing) Co., Ltd.","2080","socks4","5090","1","2023-09-30T11:28:41.438Z","84","3389","4018"
"119.18.159.34","elite","AS55685","ID","PT. Jala Lintas Media","178","N/A","4145","socks4","3798","1","2023-09-30T11:28:41.435Z","99","4028","4054"
"104.16.105.2","elite","AS137554","CA","Cloudflare, Inc.","79","Cloudflare, Inc.","80","socks5","4896","1","2023-09-30T11:28:41.442Z","100","4079","4079"
"144.202.21.190","elite","AS20473","US","The Constant Company","262","Vultr Holdings, LLC","10884","socks4","4998","1","2023-09-30T11:28:41.436Z","74","2987","4041"
"203.76.117.74","elite","AS23688","BD","Link3 Technologies Limited","196","Corporate Subscriber","4153","socks4","5201","81","2023-09-30T11:28:41.437Z","91","3795","4188"
"185.208.172.27","elite","AS202269","DE","BitCommand","18","BitCommand LLC","10204","socks4","2398","1","2023-09-30T11:28:41.534Z","47","1921","4081"
"177.136.212.56","elite","AS52685","BR","Conectnet Telecomunica??es Ltda.","296","Conectnet Telecomunicações Ltda","4145","socks4","5590","1","2023-09-30T11:28:41.440Z","60","2423","4016"
"104.27.26.29","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","815","1","2023-09-30T11:28:41.433Z","100","4118","4118"
"190.2.144.46","elite","AS49981","NL","WorldStream B.V.","15","WorldStream B.V","18013","socks4","4999","2","2023-09-30T11:28:39.079Z","85","3408","4001"
"110.139.125.237","elite","AS7713","ID","PT. TELKOM INDONESIA","364","N/A","4145","socks4","5015","1","2023-09-30T11:28:38.779Z","85","3458","4056"
"1.1.1.98","elite","AS13335","AU","Cloudflare, Inc","81","APNIC and Cloudflare DNS Resolver project","80","socks4","5102","1","2023-09-30T11:28:38.782Z","100","4138","4138"
"189.201.189.2","elite","AS28438","MX","ATC HOLDING FIBRA MEXICO, S. DE R.L. DE C.V.","191","ATC HOLDING FIBRA MEXICO, S. DE R.L. DE C.V","4145","socks4","4109","1","2023-09-30T11:28:38.775Z","99","4053","4098"
"200.152.107.102","elite","AS21571","BR","MLS Wireless S/A","219","MLS Projetos de Informatica","1080","socks5","4399","1","2023-09-30T11:28:38.782Z","97","3893","4027"
"113.11.131.146","elite","AS9326","ID","CENTRIN","192","N/A","5678","socks4","3711","1","2023-09-30T11:28:38.781Z","99","4094","4118"
"34.64.4.65","elite","AS139070","SG","Google Asia Pacific Pte. Ltd.","287","Google LLC","80","socks5","4903","80","2023-09-30T11:28:36.145Z","100","4064","4064"
"173.82.168.200","elite","AS35916","US","Multacom Corporation","177","Amazon.com","17855","socks5","2496","1","2023-09-30T11:28:36.147Z","100","4040","4047"
"176.9.0.48","elite","AS24940","DE","Hetzner Online GmbH","23","Hetzner","30942","socks4","4905","1","2023-09-30T11:28:36.146Z","97","3988","4129"
"68.183.128.131","elite","AS14061","US","DigitalOcean, LLC","83","DigitalOcean, LLC","8080","socks4","3913","1","2023-09-30T11:28:36.153Z","83","3365","4051"
"45.12.31.3","elite","AS209242","GB","Cloudflare London, LLC","11","LIR Services","80","socks4","10083","1","2023-09-30T11:28:36.151Z","100","4041","4044"
"5.161.86.206","elite","AS213230","US","Hetzner Online GmbH","98","HETZNER-DC","1080","socks5","5004","1","2023-09-30T11:28:36.243Z","86","3466","4008"
"203.150.113.11","elite","AS4618","TH","Internet Thailand Company Ltd.","186","INEXT Broadband Company Limited","14153","socks4","4997","1","2023-09-30T11:28:36.144Z","45","1857","4092"
"185.6.10.248","elite","AS12552","SE","GlobalConnect AB","32","Internet Vikings International AB","36627","socks5","4999","1","2023-09-30T11:28:36.155Z","100","4144","4145"
"196.0.111.194","elite","AS21491","UG","Uganda Telecom Ltd","185","UTL","48009","socks4","5199","1","2023-09-30T11:28:30.938Z","95","3972","4167"
"217.12.218.127","elite","AS21100","NL","ITL LLC","99","Green Floid LLC","14429","socks4","4896","1","2023-09-30T11:28:30.945Z","99","4067","4088"
"47.240.226.173","elite","AS45102","HK","Alibaba.com LLC","241","ALICLOUD-HK","1080","socks5","5100","1","2023-09-30T11:28:30.937Z","97","4066","4192"
"103.196.136.158","elite","AS134707","PH","Royal Cablevision Corp.","195","Royal Cablevision Corp","7497","socks5","1893","1","2023-09-30T11:28:25.546Z","96","3974","4119"
"181.129.186.130","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","194","EPM Telecomunicaciones S.A. E.S.P","5678","socks5","4900","1","2023-09-30T11:28:25.542Z","99","4058","4103"
"103.212.93.193","elite","AS138312","IN","Best Telnet Services Private Limited","191","Best telnet services private limited","45639","socks4","5187","1","2023-09-30T11:28:25.541Z","99","4039","4062"
"103.47.93.219","elite","AS134058","IN","Broban Internet Services Pvt.ltd","195","Broban  PVT Ltd.","1080","socks4","4815","1","2023-09-30T11:28:25.538Z","99","4088","4120"
"202.129.52.173","elite","AS9931","TH","CAT Telecom Public Company Limited","188","CAT Northeast","4153","socks4","5202","1","2023-09-30T11:28:20.886Z","84","3448","4116"
"92.60.190.22","elite","AS41540","UA","Wnet Ukraine LLC","42","Unlimitedfiber","59816","socks4","4997","1","2023-09-30T11:28:20.882Z","46","1935","4187"
"170.238.79.2","elite","AS266328","BR","Alphanet Telecom Ltda ME","286","Alphanet Telecom Ltda ME","7497","socks5","811","1","2023-09-30T11:28:20.881Z","98","3862","3931"
"119.18.152.30","elite","AS55685","ID","PT. Jala Lintas Media","183","N/A","8080","socks4","5183","1","2023-09-30T11:28:20.335Z","99","4104","4144"
"168.138.174.23","elite","AS31898","SG","Oracle Corporation","328","Oracle Public Cloud","10001","socks4","5093","1","2023-09-30T11:28:20.885Z","69","2828","4094"
"167.71.164.35","elite","AS14061","US","DigitalOcean, LLC","82","DigitalOcean, LLC","46303","socks4","5093","1","2023-09-30T11:28:20.882Z","95","3882","4076"
"85.26.227.178","elite","AS31205","RU","Siberia Branch of OJSC MegaFon internal .","185","CJSC Mobicom-Novosibirsk network","47886","socks4","5388","85","2023-09-30T11:28:20.333Z","29","1208","4116"
"203.30.190.46","elite","AS209242","BZ","Cloudflare London, LLC","95","Umpire Associates LTD","80","socks4","1809","1","2023-09-30T11:28:20.883Z","100","4090","4090"
"191.7.85.206","elite","AS52901","BR","Minas Telecom","190","Minas Telecom","4145","socks4","340","1","2023-09-30T11:28:20.341Z","30","1216","4072"
"121.101.185.69","elite","AS38785","ID","BAGUSNET","288","N/A","43296","socks4","5102","1","2023-09-30T11:28:20.886Z","44","1797","4102"
"45.126.168.81","elite","AS134014","IN","NET 4 U SERVICES PVT LTD","123","NET 4 U Services PVT LTD","4145","socks4","4218","82","2023-09-30T11:28:20.250Z","99","4105","4141"
"103.242.104.243","elite","AS58821","ID","PT Lintas Jaringan Nusantara","207","PT Lintas Jaringan Nusantara","5678","socks4","5091","1","2023-09-30T11:28:20.884Z","99","4088","4138"
"157.245.82.62","elite","AS14061","US","DigitalOcean, LLC","85","DigitalOcean, LLC","59347","socks5","5010","1","2023-09-30T11:28:15.042Z","93","3765","4036"
"45.8.107.79","elite","AS209242","DE","Cloudflare London, LLC","12","Araxio Development N.V","80","socks4","4512","2","2023-09-30T11:28:14.939Z","100","4070","4071"
"5.201.140.196","elite","AS50810","IR","Mobin Net Communication Company (Private Joint Stock)","282","Mobinnet","1080","socks5","2091","1","2023-09-30T11:28:14.943Z","63","2507","3988"
"188.255.244.9","elite","AS52116","RS","Orion Telekom ISP IP Network in Subotica","82","Orion Telekom Tim d.o.o.Beograd","1080","socks4","4991","1","2023-09-30T11:28:14.945Z","100","4017","4035"
"116.199.170.17","elite","AS45661","IN","Capture Network Systems Pvt Ltd","123","Capture Network Systems Pvt. Ltd.","4145","socks4","1888","82","2023-09-30T11:28:14.937Z","99","4098","4121"
"154.66.108.19","elite","AS37642","LS","Comnet Pty Ltd","187","ISPClients","10081","socks4","4694","1","2023-09-30T11:28:08.041Z","98","4082","4175"
"103.35.109.138","elite","AS23991","BD","Ranks ITT","194","Ranks ITT Ltd.","4145","socks4","4686","1","2023-09-30T11:28:08.043Z","99","4102","4123"
"181.5.222.113","elite","AS7303","AR","Telecom Argentina S.A.","488","Telecom Personal Bs","1080","socks5","3301","1","2023-09-30T11:28:08.040Z","33","1387","4154"
"192.12.113.247","elite","AS61942","BR","Turbonet Telecom Ltda","176","Turbonet Telecom Ltda","4145","socks4","4895","1","2023-09-30T11:28:08.045Z","35","1449","4135"
"194.31.64.39","elite","AS212598","TR","SFCTEK Bilisim Yazilim ve Telekomunikasyon Hiz. San. ve Tic. LTD. STI.","49","SFCTEK Bilisim Yazilim ve Telekomunikasyon Hiz. San. ve Tic. LTD. STI","6019","socks4","4594","1","2023-09-30T11:28:08.138Z","97","4053","4160"
"202.124.46.100","elite","AS9902","KH","NeocomISP Limited","203","NeocomISP Limited","4145","socks4","4906","1","2023-09-30T11:28:03.076Z","100","4143","4157"
"129.21.30.116","elite","AS4385","US","Rochester Institute of Technology","97","Rochester Institute of Technology","3128","socks4","1502","1","2023-09-30T11:28:03.178Z","99","3949","3987"
"103.51.44.41","elite","AS133819","ID","CIM","202","N/A","4145","socks4","4703","1","2023-09-30T11:28:03.080Z","99","4031","4071"
"103.53.110.45","elite","AS133970","IN","Tycoon Computers Pvt. Ltd.","171","Tycoon Computers Pvt. Ltd.","10801","socks4","1507","1","2023-09-30T11:28:03.075Z","98","4054","4121"
"212.233.164.245","elite","AS29582","BG","internet pools","49","N/A","1080","socks4","4600","1","2023-09-30T11:28:02.640Z","69","2871","4161"
"213.231.4.181","elite","AS34661","UA","TOV TRK \"Briz\"","57","Briz","8080","socks4","1899","1","2023-09-30T11:28:02.548Z","100","4028","4042"
"177.93.76.26","elite","AS263163","BR","JR LINK PROVEDOR DE INTERNET VIA RARIO LTDA","192","JR LINK PROVEDOR DE INTERNET VIA RARIO LTDA","4153","socks4","4808","1","2023-09-30T11:28:02.549Z","99","4136","4173"
"121.13.252.62","elite","AS4134","CN","Chinanet","204","Chinanet GD","61401","socks4","4502","1","2023-09-30T11:28:02.542Z","82","3312","4033"
"45.115.115.146","elite","AS55828","BD","Drik ICT Ltd","190","Drik ICT Ltd","31141","socks4","2097","1","2023-09-30T11:28:02.543Z","96","4002","4162"
"162.12.217.9","elite","AS204902","FR","Weelax","187","XIWO","3629","socks4","4099","1","2023-09-30T11:27:57.038Z","98","4048","4112"
"167.114.195.82","elite","AS16276","CA","OVH SAS","84","OVH Hosting, Inc","3128","socks5","5005","1","2023-09-30T11:27:57.139Z","100","4120","4120"
"211.137.33.22","elite","AS56044","CN","China Mobile communications corporation","311","China Mobile Communications Corporation","80","socks5","1198","3","2023-09-30T11:27:57.034Z","85","3461","4094"
"104.16.105.142","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4281","1","2023-09-30T11:27:51.549Z","100","4047","4047"
"43.134.164.228","elite","AS132203","SG","Aceville Pte.ltd","315","N/A","443","socks5","4092","1","2023-09-30T11:27:51.633Z","85","3520","4153"
"177.12.176.250","elite","AS263033","BR","Linxbr Telecomunicacoes Ltda","200","Linkli Telecomunicacoes Ltda","4153","socks4","4811","81","2023-09-30T11:27:51.542Z","100","4135","4143"
"43.134.230.145","elite","AS132203","SG","Aceville Pte.ltd","326","N/A","443","socks5","5085","1","2023-09-30T11:27:51.548Z","96","3909","4083"
"202.50.202.65","elite","AS55696","ID","PT Starcom Solusindo","202","N/A","48617","socks4","4402","1","2023-09-30T11:27:46.148Z","100","3994","4014"
"162.247.243.167","elite","AS54113","US","Fastly, Inc.","2","New Relic","80","socks4","5012","1","2023-09-30T11:27:46.143Z","97","4052","4163"
"185.92.222.127","elite","AS20473","NL","The Constant Company, LLC","14","Vultr Holdings LLC Amsterdam","9100","socks5","3590","1","2023-09-30T11:27:46.145Z","100","4149","4150"
"198.89.91.198","elite","AS21299","KZ","Kar-Tel LLC","101","Kar-Tel LLC","5678","socks4","5010","1","2023-09-30T11:27:45.579Z","77","3175","4131"
"203.205.55.161","elite","AS45903","VN","CMC Telecom Infrastructure Company","198","CMC Telecom Infrastructure Company","5678","socks4","1395","1","2023-09-30T11:27:45.581Z","99","4103","4130"
"172.67.185.199","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","13335","socks4","4602","1","2023-09-30T11:27:45.579Z","100","3979","3979"
"170.246.196.42","elite","AS52974","BR","Henet Telecomunicacoes Ltda","214","Henet Telecomunicacoes Ltda","4153","socks4","4898","4","2023-09-30T11:27:45.584Z","90","3662","4085"
"187.44.146.2","elite","AS28186","BR","ITS TELECOMUNICACOES LTDA","180","ITS TELECOMUNICACOES LTDA","32139","socks4","3608","2","2023-09-30T11:27:45.580Z","78","3223","4155"
"138.197.203.84","elite","AS14061","US","DigitalOcean, LLC","147","Digital Ocean","7497","socks5","3498","1","2023-09-30T11:27:40.839Z","100","4124","4128"
"45.70.237.130","elite","AS264668","EC","Nedetel S.A.","171","Nedetel S.A","4145","socks4","5001","1","2023-09-30T11:27:40.838Z","100","4086","4104"
"38.127.179.226","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","55994","socks4","4910","1","2023-09-30T11:27:40.939Z","100","4020","4028"
"103.47.93.195","elite","AS134058","IN","Broban Internet Services Pvt.ltd","170","Broban  PVT Ltd.","13405","socks4","4992","1","2023-09-30T11:27:40.840Z","99","4041","4064"
"37.228.129.57","elite","AS200651","FI","Flokinet Ltd","35","FlokiNET Finland","22122","socks5","4904","1","2023-09-30T11:27:40.936Z","53","2211","4189"
"176.215.237.166","elite","AS51645","RU","JSC \"ER-Telecom Holding\"","187","OJSC Siberian Telephone Company Network","5678","socks4","4494","82","2023-09-30T11:27:35.545Z","67","2759","4092"
"183.89.97.96","elite","AS45629","TH","Triple T Broadband Public Company Limited","202","Triple T Broadband Public Company Limited","8080","socks4","4792","1","2023-09-30T11:27:35.550Z","97","3946","4071"
"103.59.203.193","elite","AS134014","IN","NET 4 U SERVICES PVT LTD","193","NET 4 U Services PVT LTD","4145","socks4","4912","1","2023-09-30T11:27:35.549Z","99","4014","4047"
"95.140.126.82","elite","AS9125","RS","Drustvo za telekomunikacije Orion telekom doo Beograd-Zemun","35","Milsped","1080","socks4","3804","1","2023-09-30T11:27:35.644Z","100","4162","4168"
"45.32.127.117","elite","AS20473","SG","The Constant Company","151","Vultr Holdings, LLC","13989","socks5","5301","1","2023-09-30T11:27:30.041Z","94","3912","4159"
"143.198.69.18","elite","AS14061","US","DigitalOcean, LLC","186","DigitalOcean, LLC","12345","socks5","3999","1","2023-09-30T11:27:30.043Z","98","4002","4104"
"86.48.13.95","elite","AS136787","JP","Tefincom S.A.","291","Packethub S.A","3128","socks5","5094","1","2023-09-30T11:27:29.936Z","100","4030","4047"
"222.124.130.195","elite","AS7713","ID","Telekomunikasi Indonesia","198","PT. TELKOM INDONESIA","4145","socks4","2406","1","2023-09-30T11:27:28.079Z","89","3642","4097"
"221.211.62.4","elite","AS4837","CN","CHINA UNICOM China169 Backbone","270","Jgdq Majestic Netbar","1111","socks5","4991","1","2023-09-30T11:27:28.075Z","85","3484","4082"
"47.242.190.33","elite","AS45102","HK","Alibaba.com LLC","237","Hong Kong","1080","socks4","125","1","2023-09-30T11:27:28.080Z","99","4041","4062"
"159.65.253.201","elite","AS14061","US","DigitalOcean, LLC","82","Digital Ocean","51080","socks5","5014","1","2023-09-30T11:27:24.633Z","100","3902","3917"
"172.105.201.56","elite","AS63949","JP","Akamai Technologies","286","Linode","19151","socks4","4909","78","2023-09-30T11:27:24.535Z","99","4024","4069"
"103.26.247.102","elite","AS58717","BD","Summit Communications Limited","202","N/A","56707","socks4","4991","1","2023-09-30T11:27:24.539Z","99","4021","4050"
"95.216.181.107","elite","AS24940","FI","Hetzner Online GmbH","41","HETZNER-DC","9080","socks4","4797","1","2023-09-30T11:27:24.538Z","44","1814","4157"
"181.174.130.165","elite","AS52308","AR","Aguas Del Colorado Sapem","238","Cooperativa de Obras y Servicios Publicos de Macachin Limitada","5678","socks4","2303","1","2023-09-30T11:27:24.448Z","99","4028","4075"
"95.217.132.133","elite","AS24940","FI","Hetzner Online GmbH","40","HETZNER-DC","3127","socks4","4700","1","2023-09-30T11:27:24.537Z","79","3250","4101"
"103.210.28.66","elite","AS134922","IN","R G TECHNOSOLUTIONS PVT LTD","190","R G Technosolutions PVT LTD","31433","socks4","2803","1","2023-09-30T11:27:24.536Z","99","4016","4048"
"178.253.208.146","elite","AS9125","RS","Orion Telekom users in Kraljevo","94","N/A","1080","socks4","5011","1","2023-09-30T11:27:24.635Z","99","3882","3902"
"185.189.102.178","elite","AS47895","RU","LTD \"Erline\"","81","LTD \"Rline\"","4153","socks4","3599","82","2023-09-30T11:27:24.636Z","95","3944","4152"
"80.116.152.53","elite","AS3269","IT","Telecom Italia S.p.A. TIN EASY LITE","40","INTERBUSINESS","3744","socks4","5108","1","2023-09-30T11:27:19.340Z","90","3589","3989"
"217.115.115.148","elite","AS30900","IE","Sternforth Ltd. trading as WebWorld","27","Webworld","56792","socks4","5095","1","2023-09-30T11:27:19.434Z","95","3958","4180"
"103.86.1.25","elite","AS136371","IN","Airwir Technologies Private Limited","130","Airwir Technologies Private Limited","4145","socks4","5101","1","2023-09-30T11:27:19.243Z","100","4123","4130"
"172.67.253.69","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","5011","1","2023-09-30T11:27:19.246Z","100","4115","4116"
"58.246.245.122","elite","AS17621","CN","CNC Group CHINA169 Shanghai Province Network","254","N/A","4153","socks4","307","1","2023-09-30T11:27:13.747Z","86","3519","4114"
"41.223.108.13","elite","AS328250","SO","Golis Telecom Somalia","82","ISP","1080","socks4","1034","1","2023-09-30T11:27:13.745Z","99","4123","4163"
"70.90.67.139","elite","AS33661","US","Comcast Cable Communications, LLC","130","Comcast Cable Communications, LLC","54321","socks4","4998","1","2023-09-30T11:27:13.742Z","98","4064","4132"
"160.226.139.135","elite","AS328178","ZA","Vinet Internet Solutions","188","Vinet Internet Solutions","1080","socks4","4996","1","2023-09-30T11:27:13.748Z","68","2760","4032"
"178.212.199.95","elite","AS39065","UA","Southern Telecommunication Company Ltd.","53","SOHONET","1099","socks4","5095","1","2023-09-30T11:27:13.751Z","90","3685","4090"
"94.139.169.250","elite","AS206065","IR","Farabord Dadeh Haye Iranian Co.","146","WiMAX","5678","socks4","5100","1","2023-09-30T11:27:10.381Z","98","3955","4022"
"82.137.224.193","elite","AS29256","SY","ISP-TARASSUL","56","N/A","8291","socks4","1603","1","2023-09-30T11:27:10.393Z","99","4138","4177"
"177.85.205.29","elite","AS52554","BR","S. A. da Silva Junior","184","S. A. da Silva Junior","3629","socks4","4707","1","2023-09-30T11:27:10.379Z","98","3980","4051"
"112.78.164.62","elite","AS17451","ID","Biznet Networks","181","Metronet","5678","socks4","328","1","2023-09-30T11:27:10.380Z","94","3906","4174"
"184.82.76.136","elite","AS133481","TH","AIS-Fibre","197","N/A","8080","socks4","4785","1","2023-09-30T11:27:10.375Z","74","3053","4107"
"200.140.83.108","elite","AS8167","BR","V tal","297","Brasil Telecom Comunicacao Multimidia S.A","6588","socks5","2691","1","2023-09-30T11:27:08.350Z","99","4027","4049"
"104.22.50.220","elite","AS13335","CA","Cloudflare, Inc.","80","Cloudflare, Inc.","80","socks4","5089","1","2023-09-30T11:27:08.344Z","100","4064","4065"
"66.207.184.73","elite","AS7029","US","Windstream Communications LLC","97","Voce Telecom, LLC","5432","socks4","5010","1","2023-09-30T11:27:08.349Z","98","3933","4012"
"91.90.16.211","elite","AS13307","UA","SKIF","96","SKIF ISP Ltd.","1080","socks4","1159","1","2023-09-30T11:27:08.347Z","96","3938","4121"
"103.131.18.105","elite","AS138089","ID","PT Global Media Data Prima","188","N/A","1080","socks4","4908","1","2023-09-30T11:27:02.837Z","17","713","4098"
"212.103.119.24","elite","AS57044","RU","CJSC \"ER-Telecom Holding\" Bryansk branch","183","JSC \"ER-Telecom Holding\" Bryansk Branch","1080","socks5","4189","1","2023-09-30T11:27:02.750Z","96","3835","4001"
"218.106.166.114","elite","AS4808","CN","China Unicom CncNet","195","Beijing Xiaoniren Corp","4145","socks4","1208","81","2023-09-30T11:27:02.838Z","85","3517","4124"
"202.163.72.74","elite","AS9541","PK","Cyber Internet Services (Private) Limited","191","Broadband Services","4153","socks4","4996","1","2023-09-30T11:27:02.841Z","93","3861","4150"
"103.110.184.1","elite","AS137374","ID","Dinas Komunikasi","230","N/A","6037","socks4","1404","1","2023-09-30T11:27:02.754Z","100","4169","4183"
"189.201.191.17","elite","AS28438","MX","ATC HOLDING FIBRA MEXICO, S. DE R.L. DE C.V.","198","ATC HOLDING FIBRA MEXICO, S. DE R.L. DE C.V","4145","socks4","5091","1","2023-09-30T11:26:57.342Z","99","4105","4135"
"41.60.235.118","elite","AS30844","KE","Maintainer Liquid Telecommunications Operations Limited","178","Liquid Telecommunications Operations Limited","5678","socks4","4692","1","2023-09-30T11:26:57.340Z","83","3398","4087"
"203.30.188.247","elite","AS209242","BZ","Cloudflare London, LLC","11","Umpire Associates LTD","80","socks5","4188","1","2023-09-30T11:26:57.339Z","100","4179","4180"
"27.123.1.37","elite","AS45706","ID","PT Tele Globe Global","190","N/A","4153","socks4","4810","1","2023-09-30T11:26:57.337Z","99","4098","4119"
"82.202.196.126","elite","AS50340","RU","OOO \"Network of data-centers \"Selectel\"","47","N/A","9050","socks5","4599","2","2023-09-30T11:26:52.592Z","100","4130","4130"
"154.66.108.9","elite","AS37642","LS","Comnet Pty Ltd","182","ISPClients","10081","socks4","5097","1","2023-09-30T11:26:52.047Z","99","4133","4158"
"202.159.35.189","elite","AS9340","ID","PT IndoInternet","167","N/A","443","socks4","4802","1","2023-09-30T11:26:52.146Z","100","4076","4086"
"45.70.237.146","elite","AS264668","EC","Nedetel S.A.","171","Nedetel S.A","4145","socks4","5188","1","2023-09-30T11:26:52.589Z","100","4130","4149"
"188.72.6.98","elite","AS39216","IQ","AL-SARD FIBER Co. for Internet Fiber and Optical Cable Services /Ltd.","84","CellNet ltd","50321","socks4","4995","1","2023-09-30T11:26:52.148Z","91","3729","4115"
"162.243.102.207","elite","AS14061","US","DigitalOcean, LLC","86","Digital Ocean","9764","socks5","4897","1","2023-09-30T11:26:52.590Z","100","4052","4060"
"177.200.2.96","elite","AS52775","BR","TecleNet Solucoes Tecnologicas","287","TecleNet Solucoes Tecnologicas","5678","socks4","387","1","2023-09-30T11:26:52.593Z","99","3976","4025"
"180.183.1.84","elite","AS45629","TH","Triple T Broadband Public Company Limited","205","Triple T Broadband Public Company Limited","8080","socks5","3394","1","2023-09-30T11:26:52.041Z","99","3940","3997"
"186.126.17.219","elite","AS7303","AR","Telecom Argentina S.A.","1588","Telecom Personal Bs","1080","socks5","4107","1","2023-09-30T11:26:52.593Z","45","1899","4184"
"14.63.1.108","elite","AS4766","KR","Korea Telecom","289","Kornet","4145","socks4","81","1","2023-09-30T11:26:52.592Z","100","4041","4044"
"116.118.98.21","elite","AS7602","VN","SPT","285","N/A","5678","socks4","301","1","2023-09-30T11:26:52.592Z","96","3986","4172"
"201.159.15.133","elite","AS263778","AR","Coop. Serv. Pub. Limit. Tres Arroyos, CELTA","296","Coop. Serv. Pub. Limit. Tres Arroyos, CELTA","5678","socks4","4811","1","2023-09-30T11:26:52.048Z","96","4004","4167"
"182.253.173.18","elite","AS17451","ID","Biznet Metronet","191","N/A","4153","socks4","4501","1","2023-09-30T11:26:52.042Z","95","3890","4076"
"103.101.230.196","elite","AS17451","ID","Biznet Networks","188","PT Biznet Multi Media","5678","socks4","5017","1","2023-09-30T11:26:45.036Z","81","3364","4154"
"197.234.13.52","elite","AS36902","SC","Intelvision","168","Intelvision Ltd","4145","socks4","4707","1","2023-09-30T11:26:44.933Z","100","4012","4025"
"93.171.224.43","elite","AS211570","UA","PE TV and Radio Company Kentavr-TV","49","PE TV and Radio Company Kentavr-TV","4153","socks4","4798","1","2023-09-30T11:26:44.847Z","99","4093","4119"
"46.28.72.70","elite","AS44285","IR","Sefroyek Pardaz Engineering Co. LTD","196","Sefroyek Pardaz Engineering Company","4153","socks4","5092","1","2023-09-30T11:26:44.845Z","97","3999","4102"
"1.0.0.187","elite","AS13335","AU","Cloudflare, Inc","2","APNIC and Cloudflare DNS Resolver project","80","socks4","2598","1","2023-09-30T11:26:44.846Z","100","4091","4091"
"159.65.242.254","elite","AS14061","US","DigitalOcean, LLC","102","Digital Ocean","7497","socks5","5098","1","2023-09-30T11:26:44.843Z","97","4002","4125"
"177.125.204.78","elite","AS262346","BR","FP Telecomunicacoes Ltda","398","FP Telecomunicacoes Ltda","4145","socks4","4803","1","2023-09-30T11:26:39.448Z","71","2922","4088"
"188.138.179.13","elite","AS31252","MD","StarNet Solutii SRL","45","SC Starnet SRL","4153","socks4","4914","1","2023-09-30T11:26:34.645Z","84","3480","4130"
"103.70.159.152","elite","AS133720","IN","speednet","179","N/A","5678","socks4","4786","1","2023-09-30T11:26:34.647Z","99","4102","4142"
"81.184.13.123","elite","AS6739","ES","Ono","40","AUNA - CTC, Internet de Banda Ampla, CableModem","80","socks4","4893","1","2023-09-30T11:26:34.643Z","100","4092","4108"
"5.252.179.222","elite","AS39798","RU","MivoCloud Russia","50","MivoCloud SRL","32109","socks5","4906","1","2023-09-30T11:26:34.086Z","100","3986","4003"
"126.70.140.73","elite","AS17676","JP","Softbank BB Corp.","286","SOFTBANK Corp","80","socks4","2897","1","2023-09-30T11:26:34.646Z","100","4104","4108"
"177.86.201.108","elite","AS52576","BR","Zap Online Ltda","297","Zap Online Ltda","4145","socks5","4908","1","2023-09-30T11:26:33.984Z","97","3925","4044"
"177.66.195.114","elite","AS262503","BR","Wiki Telecomunicacoes Eireli","200","Maranhão Telecom ltda ME","4145","socks4","4097","1","2023-09-30T11:26:33.984Z","99","4108","4144"
"147.182.229.154","elite","AS14061","US","DigitalOcean, LLC","150","DigitalOcean, LLC","7497","socks5","4703","1","2023-09-30T11:26:33.985Z","82","3411","4135"
"104.255.170.67","elite","AS397373","US","H4Y Technologies LLC","200","N/A","59874","socks4","5005","1","2023-09-30T11:26:33.989Z","100","4134","4141"
